age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,capital
20대,normal,level3, Never-married, Adm-clerical, Own-child, White, Female,60, United-States,0,zero
20대,normal,level2, Never-married, Tech-support, Not-in-family, White, Female,40, United-States,0,zero
20대,normal,level2, Never-married, Craft-repair, Own-child, White, Male,40, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,zero
30대,normal,level3, Divorced, Other-service, Unmarried, White, Female,35, United-States,0,zero
50대,normal,level3, Married-civ-spouse,temp, Husband, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Tech-support, Other-relative, White, Female,36, United-States,0,zero
30대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1,positive
50대,normal,level2, Never-married, Other-service, Not-in-family, White, Male,29, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,positive
20대,normal,level3, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,24, India,0,zero
30대,normal,level1, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,45, Mexico,0,zero
40대,normal,level2, Married-civ-spouse, Sales, Other-relative, White, Female,40, Cuba,0,zero
50대,normal,level3, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,42, United-States,1,zero
20대,normal,level3, Never-married, Sales, Own-child, White, Male,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, United-States,0,zero
30대,normal,level3, Divorced, Exec-managerial, Not-in-family, White, Male,25, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,negative
30대,normal,level3, Divorced, Prof-specialty, Unmarried, White, Female,52, United-States,0,zero
50대,normal,level4, Married-civ-spouse,temp, Husband, White, Male,40, United-States,1,zero
60대,normal,level2, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
40대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1,positive
30대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,zero
30대,normal,level3, Married-civ-spouse, Armed-Forces, Husband, White, Male,48, United-States,1,zero
50대,other,level2, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States,1,zero
50대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,60, United-States,0,zero
60대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,1,positive
30대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,33, United-States,0,zero
40대,normal,level2, Divorced, Other-service, Not-in-family, White, Female,34, United-States,0,zero
30대,normal,level3, Separated, Transport-moving, Not-in-family, White, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Adm-clerical, Unmarried, White, Female,46, United-States,0,zero
20대,normal,level3, Never-married,temp, Not-in-family, White, Male,40,temp,0,zero
40대,normal,level4, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,1,zero
40대,normal,level3, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States,0,negative
40대,normal,level4, Married-civ-spouse, Exec-managerial, Husband, White, Male,35, United-States,1,zero
20대,normal,level4, Never-married, Prof-specialty, Own-child, White, Male,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,negative
40대,normal,level2, Married-civ-spouse, Adm-clerical, Wife, Black, Female,40, United-States,1,negative
30대,normal,level2, Divorced, Exec-managerial, Unmarried, White, Female,55, United-States,0,zero
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,0,zero
40대,other,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,positive
30대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,1,positive
30대,normal,level1, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Transport-moving, Not-in-family, White, Male,60, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States,1,zero
40대,normal,level4, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Adm-clerical, Not-in-family, White, Male,30, United-States,0,zero
20대,normal,level2, Never-married, Craft-repair, Unmarried, White, Male,40, El-Salvador,0,zero
50대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0,zero
40대,normal,level2, Separated, Other-service, Not-in-family, Black, Female,60,temp,0,zero
40대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,65, United-States,1,positive
50대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
20대,normal,level2, Divorced, Farming-fishing, Not-in-family, White, Male,40, United-States,0,zero
50대,normal,level1, Divorced, Transport-moving, Unmarried, White, Male,40, United-States,0,positive
30대,normal,level3, Married-civ-spouse, Prof-specialty, Wife, White, Female,60, United-States,1,zero
30대,normal,level2, Divorced, Protective-serv, Unmarried, White, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Sales, Not-in-family, White, Female,40, United-States,0,zero
60대,normal,level2, Married-civ-spouse,temp, Husband, White, Male,35, United-States,0,zero
20대,normal,level2, Never-married, Transport-moving, Unmarried, White, Male,30, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,55, United-States,0,zero
60대,normal,level3, Married-civ-spouse, Tech-support, Husband, White, Male,38, United-States,0,zero
30대,normal,level3, Never-married,temp, Not-in-family, Asian-Pac-Islander, Female,50, Taiwan,0,zero
50대,normal,level4, Divorced, Other-service, Not-in-family, White, Male,60, United-States,1,positive
30대,normal,level1, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, Mexico,0,zero
30대,normal,level3, Married-AF-spouse, Sales, Wife, Asian-Pac-Islander, Female,60, Philippines,1,zero
30대,normal,level2, Married-civ-spouse, Adm-clerical, Husband, White, Male,42, United-States,0,zero
20대,normal,level2, Never-married, Prof-specialty, Own-child, Black, Female,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,zero
20대,normal,level3, Never-married, Prof-specialty, Own-child, White, Male,40, United-States,0,zero
40대,normal,level4, Divorced, Prof-specialty, Unmarried, Black, Female,35, United-States,1,negative
50대,normal,level3, Divorced, Sales, Not-in-family, White, Female,8, United-States,0,zero
20대,normal,level2, Never-married, Sales, Not-in-family, White, Female,28, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,40, Thailand,0,zero
30대,normal,level2, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,0,zero
30대,normal,level3, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male,40,temp,0,zero
30대,normal,level3, Separated, Adm-clerical, Not-in-family, White, Female,40, United-States,0,zero
60대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,20, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,60, United-States,1,zero
20대,normal,level3, Never-married, Prof-specialty, Own-child, White, Male,40, United-States,0,zero
30대,normal,level3, Never-married, Tech-support, Not-in-family, Black, Male,40, England,1,positive
30대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,0,zero
70대,normal,level2, Widowed, Sales, Unmarried, White, Female,12, United-States,0,positive
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,39, United-States,0,zero
20대,normal,level3, Never-married, Sales, Own-child, White, Male,43, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
40대,normal,level1, Divorced, Priv-house-serv, Unmarried, White, Female,35, Mexico,0,zero
20대,normal,level2, Never-married, Craft-repair, Not-in-family, White, Male,35, United-States,0,zero
40대,normal,level2, Never-married, Exec-managerial, Unmarried, Black, Female,25, United-States,0,zero
40대,other,level4, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States,1,positive
30대,normal,level2, Divorced, Craft-repair, Not-in-family, White, Male,38, United-States,0,zero
40대,normal,level3, Divorced, Adm-clerical, Own-child, White, Female,44, United-States,1,zero
50대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,55, United-States,0,zero
30대,normal,level2, Separated, Craft-repair, Own-child, Black, Male,50, United-States,0,zero
50대,normal,level3, Divorced,temp, Not-in-family, White, Female,40, United-States,0,zero
50대,normal,level4, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0,zero
50대,normal,level1, Married-spouse-absent, Machine-op-inspct, Unmarried, Black, Male,75, Haiti,0,zero
50대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,1,zero
20대,normal,level2, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,0,zero
40대,normal,level2, Divorced, Craft-repair, Not-in-family, White, Male,45, Canada,0,zero
10대,normal,level3, Never-married, Sales, Own-child, White, Female,20, United-States,0,zero
20대,normal,level3, Never-married, Adm-clerical, Own-child, Black, Male,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,0,positive
30대,normal,level2, Married-civ-spouse, Farming-fishing, Husband, White, Male,84, United-States,0,zero
20대,normal,level3, Never-married,temp, Own-child, White, Male,40, United-States,0,zero
30대,normal,level3, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Other-service, Own-child, White, Female,40, United-States,0,zero
20대,normal,level3, Divorced, Craft-repair, Unmarried, White, Female,40, United-States,0,zero
30대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,0,zero
30대,normal,level3, Never-married, Other-service, Not-in-family, White, Male,34, United-States,0,zero
70대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,10, United-States,0,zero
50대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,1,positive
50대,normal,level2, Married-civ-spouse, Other-service, Husband, White, Male,60, United-States,0,zero
30대,normal,level4, Married-civ-spouse, Prof-specialty, Wife, White, Female,45, United-States,1,zero
20대,normal,level3, Never-married, Adm-clerical, Own-child, White, Female,30, United-States,0,positive
60대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,1,zero
30대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,1,positive
40대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,1,positive
40대,normal,level3, Never-married, Prof-specialty, Unmarried, White, Female,36, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,1,zero
30대,normal,level3, Married-civ-spouse, Exec-managerial, Wife, White, Female,33, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0,negative
40대,normal,level2, Never-married, Other-service, Not-in-family, Black, Male,40, Haiti,0,zero
50대,normal,level1, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,1,zero
50대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,1,positive
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,0,negative
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,positive
40대,normal,level2, Divorced, Machine-op-inspct, Not-in-family, White, Male,45, United-States,0,zero
40대,normal,level3, Widowed, Adm-clerical, Unmarried, White, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,0,positive
30대,normal,level2, Never-married,temp, Own-child, White, Male,25, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, United-States,1,negative
20대,normal,level3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States,0,zero
40대,normal,level3, Divorced, Tech-support, Not-in-family, White, Female,40, United-States,0,zero
30대,normal,level2, Never-married, Transport-moving, Not-in-family, Black, Male,35, United-States,0,zero
30대,normal,level3, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,50, United-States,0,zero
90대,normal,level2, Widowed,temp, Not-in-family, White, Female,40, United-States,0,negative
20대,normal,level3, Never-married, Adm-clerical, Not-in-family, Other, Female,40, United-States,0,zero
50대,normal,level1, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,positive
20대,normal,level2, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States,0,zero
30대,normal,level2, Divorced,temp, Unmarried, White, Female,20, United-States,0,zero
30대,normal,level2, Divorced, Adm-clerical, Unmarried, Black, Female,38, United-States,0,zero
20대,normal,level3, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States,0,zero
40대,normal,level3, Divorced, Adm-clerical, Not-in-family, White, Male,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States,1,zero
20대,normal,level2, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,16, United-States,0,zero
30대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, Canada,0,zero
40대,other,level3, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,50, United-States,1,zero
20대,normal,level3, Never-married, Adm-clerical, Unmarried, White, Female,35, United-States,0,zero
60대,normal,level1, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,40, China,0,zero
20대,normal,level3, Never-married, Other-service, Own-child, White, Female,25, United-States,0,zero
60대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,52, United-States,1,positive
20대,normal,level3, Never-married, Other-service, Not-in-family, White, Female,20, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1,zero
30대,normal,level3, Married-civ-spouse, Tech-support, Husband, White, Male,50, United-States,1,zero
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,1,positive
40대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,1,positive
40대,normal,level3, Married-civ-spouse, Transport-moving, Husband, White, Male,55, United-States,0,zero
10대,normal,level2, Never-married, Other-service, Own-child, White, Male,10, Canada,0,zero
20대,normal,level3, Never-married, Other-service, Other-relative, White, Female,30, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,60, Japan,0,zero
30대,normal,level2, Separated, Adm-clerical, Unmarried, White, Female,32, United-States,0,zero
40대,other,level4, Divorced, Prof-specialty, Not-in-family, White, Male,50, United-States,1,positive
60대,normal,level3, Married-civ-spouse, Exec-managerial, Wife, White, Female,35, United-States,0,positive
20대,normal,level3, Never-married, Adm-clerical, Own-child, White, Female,28, United-States,0,negative
30대,normal,level3, Divorced,temp, Own-child, White, Female,40, United-States,0,zero
40대,other,level3, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0,zero
30대,normal,level2, Never-married, Other-service, Own-child, White, Female,40, United-States,0,zero
20대,normal,level2, Never-married, Machine-op-inspct, Not-in-family, White, Male,48, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Protective-serv, Husband, White, Male,56, United-States,1,zero
40대,normal,level3, Divorced, Craft-repair, Not-in-family, White, Male,46, United-States,1,zero
50대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Other-service, Other-relative, White, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Machine-op-inspct, Own-child, White, Male,32, United-States,0,zero
20대,normal,level3, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,0,positive
30대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,1,positive
50대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,zero
20대,normal,level3, Never-married, Exec-managerial, Not-in-family, Black, Female,20, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States,1,zero
20대,normal,level3, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,1,zero
40대,normal,level2, Married-civ-spouse, Protective-serv, Husband, White, Male,72, United-States,1,zero
20대,normal,level3, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,25, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
40대,normal,level2, Divorced, Adm-clerical, Unmarried, White, Female,38, United-States,0,zero
10대,normal,level3, Never-married,temp, Own-child, Other, Female,25, United-States,0,zero
50대,normal,level3, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Male,40, United-States,1,zero
20대,normal,level3, Never-married, Exec-managerial, Not-in-family, White, Male,35, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,1,zero
30대,normal,level3, Divorced, Adm-clerical, Unmarried, White, Female,50, United-States,0,zero
40대,normal,level3, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States,0,zero
20대,normal,level2, Married-spouse-absent, Other-service, Not-in-family, White, Female,20, France,0,zero
40대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States,0,zero
40대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1,zero
30대,normal,level2, Married-civ-spouse,temp, Husband, White, Male,40, United-States,1,zero
20대,normal,level2, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States,1,zero
60대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,16, United-States,0,zero
10대,normal,level3, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States,0,zero
70대,normal,level3, Married-civ-spouse,temp, Husband, White, Male,2, United-States,0,negative
50대,normal,level1, Married-civ-spouse,temp, Husband, White, Male,40, United-States,0,zero
50대,normal,level2, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States,0,zero
30대,normal,level3, Never-married, Tech-support, Not-in-family, White, Male,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States,1,positive
20대,normal,level3, Never-married, Adm-clerical, Own-child, Other, Male,25, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,1,negative
40대,normal,level2, Married-civ-spouse, Prof-specialty, Wife, White, Female,14, United-States,0,zero
40대,normal,level3, Separated, Prof-specialty, Unmarried, Black, Female,40, United-States,0,zero
50대,normal,level2, Divorced, Other-service, Not-in-family, White, Female,32, United-States,0,zero
30대,normal,level4, Divorced, Prof-specialty, Unmarried, White, Male,30, United-States,0,positive
10대,normal,level2, Never-married,temp, Not-in-family, White, Female,38, United-States,0,zero
50대,normal,level2, Widowed, Craft-repair, Not-in-family, White, Female,40, United-States,0,zero
60대,normal,level3, Married-civ-spouse,temp, Husband, White, Male,15, United-States,0,zero
40대,normal,level3, Divorced, Prof-specialty, Unmarried, White, Male,40, United-States,0,zero
50대,normal,level3, Divorced, Exec-managerial, Unmarried, White, Female,40, Germany,0,zero
70대,normal,level1, Widowed, Other-service, Other-relative, Asian-Pac-Islander, Female,25, Philippines,0,zero
10대,normal,level2, Never-married, Craft-repair, Own-child, White, Male,40, United-States,0,zero
50대,normal,level1, Married-civ-spouse, Other-service, Husband, Other, Male,40, Dominican-Republic,0,zero
20대,normal,level2, Divorced, Other-service, Unmarried, White, Female,36, United-States,0,zero
40대,normal,level3, Divorced, Tech-support, Not-in-family, White, Male,40, United-States,0,zero
50대,normal,level3, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States,0,zero
60대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States,1,zero
50대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,zero
40대,normal,level4, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,40, United-States,1,positive
30대,normal,level4, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
30대,normal,level3, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,40, United-States,1,positive
50대,normal,level1, Married-spouse-absent,temp, Other-relative, White, Male,40, Mexico,0,zero
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,zero
30대,other,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States,1,zero
30대,normal,level3, Married-civ-spouse, Adm-clerical, Husband, Black, Male,50, United-States,1,zero
20대,normal,level2, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States,0,zero
60대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,16, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Farming-fishing, Husband, White, Male,70, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,18, United-States,0,zero
30대,normal,level4, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States,0,zero
30대,normal,level1, Married-civ-spouse, Farming-fishing, Husband, White, Male,54, Mexico,0,zero
20대,normal,level2, Never-married, Other-service, Not-in-family, White, Female,45, United-States,0,zero
20대,normal,level3, Never-married, Machine-op-inspct, Own-child, White, Male,55, United-States,0,zero
70대,normal,level1, Married-civ-spouse,temp, Husband, White, Male,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,38, United-States,1,positive
30대,normal,level3, Divorced, Sales, Not-in-family, White, Male,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,40,temp,0,zero
30대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,50, Cambodia,0,zero
20대,normal,level2, Never-married, Handlers-cleaners, Other-relative, White, Male,20, United-States,0,zero
50대,normal,level2, Widowed, Adm-clerical, Unmarried, Black, Female,40, United-States,0,zero
40대,normal,level3, Married-spouse-absent, Other-service, Not-in-family, Other, Male,40, Mexico,0,zero
60대,normal,level3, Widowed, Adm-clerical, Not-in-family, White, Female,35, United-States,0,zero
20대,normal,level3, Never-married, Adm-clerical, Own-child, White, Female,15, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,1,zero
20대,normal,level3, Never-married, Other-service, Not-in-family, White, Male,24, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,zero
20대,normal,level2, Divorced, Other-service, Own-child, White, Female,35, United-States,0,zero
20대,normal,level2, Never-married, Craft-repair, Own-child, White, Male,30, United-States,0,zero
10대,normal,level2, Separated,temp, Own-child, White, Male,20, United-States,0,zero
40대,normal,level3, Divorced, Tech-support, Not-in-family, White, Female,40, England,1,positive
40대,normal,level3, Never-married, Craft-repair, Not-in-family, White, Male,32, United-States,0,zero
20대,normal,level2, Never-married, Tech-support, Not-in-family, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,1,zero
40대,normal,level3, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Transport-moving, Other-relative, White, Male,40, United-States,0,zero
30대,normal,level2, Never-married, Adm-clerical, Not-in-family, White, Male,45, United-States,1,zero
50대,normal,level3, Married-civ-spouse,temp, Wife, White, Female,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, United-States,0,zero
20대,normal,level2, Never-married, Sales, Own-child, White, Female,24, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married,temp, Other-relative, Black, Male,10, United-States,0,positive
20대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,zero
30대,normal,level4, Married-civ-spouse, Adm-clerical, Husband, White, Male,50, United-States,1,positive
30대,normal,level4, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, United-States,1,positive
60대,normal,level2, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,10, United-States,0,positive
60대,normal,level1, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, Puerto-Rico,0,zero
20대,normal,level2, Never-married, Craft-repair, Other-relative, White, Male,40, United-States,0,zero
20대,normal,level2, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, Mexico,0,zero
50대,normal,level1, Widowed, Other-service, Unmarried, White, Female,40, Mexico,0,zero
50대,normal,level3, Married-civ-spouse, Exec-managerial, Wife, White, Female,50, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married,temp, Own-child, White, Male,25, United-States,0,zero
20대,normal,level2, Never-married, Adm-clerical, Not-in-family, White, Female,25, United-States,0,zero
30대,normal,level3, Never-married, Other-service, Not-in-family, White, Male,35, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,70, United-States,0,zero
20대,normal,level2, Never-married, Other-service, Own-child, White, Male,50, United-States,0,zero
20대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,45, United-States,0,zero
20대,normal,level3, Divorced, Tech-support, Not-in-family, White, Female,40, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
50대,normal,level2, Divorced, Adm-clerical, Not-in-family, White, Female,40, Canada,0,zero
10대,normal,level2, Never-married,temp, Own-child, White, Male,40, United-States,0,zero
20대,normal,level2, Married-civ-spouse, Sales, Wife, White, Female,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,80, United-States,1,positive
40대,normal,level3, Married-civ-spouse, Tech-support, Husband, White, Male,20, United-States,1,zero
20대,normal,level2, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,40, United-States,0,positive
30대,normal,level3, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States,1,zero
20대,normal,level3, Never-married, Transport-moving, Own-child, White, Female,84, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States,1,positive
20대,normal,level2, Never-married, Machine-op-inspct, Own-child, White, Male,45, United-States,0,zero
60대,normal,level3, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States,0,zero
80대,normal,level3, Never-married, Priv-house-serv, Not-in-family, White, Female,40, United-States,0,zero
30대,normal,level4, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,45, United-States,1,positive
